PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT_NO	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	CANONICAL_SMILES
674525	CHEMBL1200574	10% Sodium Chloride Injection (JAN); Isotonic (JAN); Sodium Chloride (FDA, JAN, USP); Sodium Chloride Solution (JAN); Sodium Chloride (22Na) (USAN)	4		Abraxis Pharmaceutical Products; Abbott Laboratories Pharmaceutical Products Div; Abbott Laboratories Hosp Products Div; Abbott; Alcon Laboratories Inc				1963		A12CA01; B05XA03; S01XA03; B05CB01	A12CA01 [Alimentary Tract And Metabolism:Mineral Supplements:Other Mineral Supplements:Sodium]; B05XA03 [Blood And Blood Forming Organs:Blood Substitutes And Perfusion Solutions:I.V. Solution Additives:Electrolyte solutions]; S01XA03 [Sensory Organs:Ophthalmologicals:Other Ophthalmologicals:Other ophthalmologicals]; B05CB01 [Blood And Blood Forming Organs:Blood Substitutes And Perfusion Solutions:Irrigating Solutions:Salt solutions]	Pharmaceutic Aid (tonicity agent); Radioactive Agent	US-5945449-A	Inorganic	N	N	Unknown	N	Y	Y	Y	N	Over-The-Counter	[Na+].[Cl-]
419542	CHEMBL1501	Fluocinonide (BAN, FDA, INN, JAN, USAN, USP)	4		Taro Pharmaceuticals Usa Inc; Medicis Pharmaceutical Corp; County Line Pharmaceuticals Llc	-onide	topical steroids (acetal derivatives)	-onide	1970	1971	D07AC08; C05AA11	D07AC08 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, potent (group III)]; C05AA11 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]	Glucocorticoid	US-6765001-B2	Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	Y	Y	Prescription-only	CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C
674513	CHEMBL1200562	Hydrocortisone Valerate (FDA, USAN, USP)	4		Ranbaxy Laboratories Inc	-cort-	cortisone derivatives	-cort-	1977	1978	D07AA02; S01CB03; C05AA01; D07XA01; A07EA02; A01AC03; H02AB09; S02BA01; S01BA02	D07AA02 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, weak (group I)]; S01CB03 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents And Antiinfectives In Combination:Corticosteroids/antiinfectives/mydriatics in combination]; C05AA01 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]; D07XA01 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Other Combinations:Corticosteroids, weak, other combinations]; A07EA02 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinflammatory Agents:Corticosteroids acting locally]; A01AC03 [Alimentary Tract And Metabolism:Stomatological Preparations:Stomatological Preparations:Corticosteroids for local oral treatment]; H02AB09 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]; S02BA01 [Sensory Organs:Otologicals:Corticosteroids:Corticosteroids]; S01BA02 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]	Glucocorticoid		Natural Product-derived	Y	N	Single Stereoisomer	Y	N	N	Y	N	Prescription-only	CCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO
796834	CHEMBL1372950	Nicergoline (BAN, INN, JAN, USAN)			Farmitalia, Societa Farmaceutici Italia, Italy	-erg-	ergot alkaloid derivatives	-erg-	1976		C04AE02	C04AE02 [Cardiovascular System:Peripheral Vasodilators:Peripheral Vasodilators:Ergot alkaloids]	Vasodilator		Natural Product-derived	Y	N	Single Stereoisomer	N						CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc4cn(C)c5cccc2c45
88316	CHEMBL940	Gabapentin (BAN, FDA, INN, USAN)	4	CI-945; GOE-3450	Pfizer Pharmaceuticals Ltd; Parke Davis Div Warner Lambert Co; Depomed Inc	-gab-	gabamimetics	-gab-	1989	1993	N03AX12	N03AX12 [Nervous System:Antiepileptics:Antiepileptics:Other antiepileptics]	Anticonvulsant	US-6054482-A	Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	N	Prescription-only	NCC1(CC(=O)O)CCCCC1
674940	CHEMBL1200989	Alclometasone (BAN, INN); Alclometasone Dipropionate (FDA, JAN, USAN, USP)	4	SCH-22219	Fougera Pharmaceuticals Inc				1979	1982	D07AB10; S01BA10	D07AB10 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, moderately potent (group II)]; S01BA10 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]	Anti-Inflammatory (topical)		Natural Product-derived	N	N	Single Stereoisomer	Y	N	N	Y	N	Prescription-only	CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
68607	CHEMBL44657	Etoposide (BAN, FDA, INN, JAN, USAN, USP)	4	VP-16-213	Corden Pharma Latina Spa				1978	1983	L01CB01	L01CB01 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Plant Alkaloids And Other Natural Products:Podophyllotoxin derivatives]	Antineoplastic		Natural Product-derived	N	N	Single Stereoisomer	N	Y	Y	N	Y	Prescription-only	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26
559106	CHEMBL564085	Triacetyloleandomycin (JAN); Troleandomycin (BAN, FDA, INN, USAN, USP)	4		Pfizer Pharmaceuticals Inc; Pfizer Laboratories Div Pfizer Inc	-mycin	antibiotics (Streptomyces strains)	-mycin	1968	1969	J01FA08	J01FA08 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Macrolides, Lincosamides And Streptogramins:Macrolides]	Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N	Y	N	N	N	Discontinued	CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C
32842	CHEMBL700	Sulfapyridine (BAN, FDA, INN, USP); Sulfapyridine Sodium (MI, NF)	4		Eli Lilly And Co	sulfa-	antimicrobials (sulfonamides derivatives)	sulfa-		1939	J01EB04	J01EB04 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Sulfonamides And Trimethoprim:Short-acting sulfonamides]	Suppressant (dermatitis herpetiformis)		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	N	Discontinued	Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2
624296	CHEMBL1095930	Cefuroxime Axetil (BAN, FDA, JAN, USAN, USP)	4	CCI-15641	GlaxoSmithKline	cef-	cephalosporins	cef-	1983	1987	J01RA03	J01RA03 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Combinations Of Antibacterials:Combinations of antibacterials]	Antibacterial		Natural Product-derived	N	N	Racemic Mixture	Y	Y	N	N	N	Prescription-only	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)OC(C)OC(=O)C)COC(=O)N)\c3occc3
12417	CHEMBL101	Phenylbutazone (BAN, FDA, INN, JAN, USP)	4		Novartis Pharmaceuticals Corp	-butazone	anti-inflammatory analgesics (phenylbutazone type)	-butazone		1980	M02AA01; M01AA01	M02AA01 [Musculo-Skeletal System:Topical Products For Joint And Muscular Pain:Topical Products For Joint And Muscular Pain:Antiinflammatory preparations, non-steroids for topical use]; M01AA01 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Antiinflammatory And Antirheumatic Products, Non-Steroids:Butylpyrazolidines]	Antirheumatic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	N	Discontinued	CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3
116349	CHEMBL1014	Candesartan (BAN); Candesartan cilexetil (FDA, USAN)	4	TCV-116	Astrazeneca Pharmaceuticals Lp	-sartan	angiotensin II receptor antagonists	-sartan	1997	1998	C09CA06	C09CA06 [Cardiovascular System:Agents Acting On The Renin-Angiotensin System:Angiotensin Ii Antagonists, Plain:Angiotensin II antagonists, plain]	Antagonist (angiotensin II receptor); Antihypertensive	US-5534534-A	Synthetic Small Molecule	N	N	Racemic Mixture	Y	Y	N	N	Y	Prescription-only	CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc4ccc(cc4)c5ccccc5c6nn[nH]n6
394539	CHEMBL233406	Sodium Sulfate (FDA, USP); Sodium Sulfate Anhydrous (FDA); Sodium Sulfate, Dried (JAN)	4		Salix Pharmaceuticals Inc; Meda Pharmaceuticals Inc; Hospira Inc; Braintree Laboratories Inc					1984	A12CA02; A06AD13	A12CA02 [Alimentary Tract And Metabolism:Mineral Supplements:Other Mineral Supplements:Sodium]; A06AD13 [Alimentary Tract And Metabolism:Drugs For Constipation:Drugs For Constipation:Osmotically acting laxatives]	Regulator (calcium)	US-6946149-B2	Inorganic	N	N	Unknown	N	Y	N	N	N	Prescription-only	[Na+].[Na+].[O-]S(=O)(=O)[O-]
471514	CHEMBL443605	Hexylresorcinol (BAN, USP)									R02AA12	R02AA12 [Respiratory System:Throat Preparations:Throat Preparations:Antiseptics]	Anthelmintic		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCCCCCc1ccc(O)cc1O
674997	CHEMBL1201046	Ceforanide (BAN, FDA, INN, USAN, USP)	4	BL-S786	Bristol Laboratories Inc Div Bristol Myers Co	cef-	cephalosporins	cef-	1978	1984	J01DC11	J01DC11 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Beta-Lactam Antibacterials:Second-generation cephalosporins]	Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N	N	Y	N	N	Discontinued	NCc1ccccc1CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4CC(=O)O
674829	CHEMBL1200878	Triamcinolone Hexacetonide (BAN, FDA, INN, USAN, USP)	4	CL-34433; TATBA	Sandoz Canada Inc	-olone	steroids (not prednisolone derivatives)	-olone	1964	1969	D07XB02; R01AD11; A01AC01; S01BA05; C05AA12; R03BA06; H02AB08; D07AB09	D07XB02 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Other Combinations:Corticosteroids, moderately potent, other combinations]; R01AD11 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Corticosteroids]; A01AC01 [Alimentary Tract And Metabolism:Stomatological Preparations:Stomatological Preparations:Corticosteroids for local oral treatment]; S01BA05 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]; C05AA12 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]; R03BA06 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Drugs For Obstructive Airway Diseases, Inhalants:Glucocorticoids]; H02AB08 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]; D07AB09 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, moderately potent (group II)]	Glucocorticoid		Natural Product-derived	N	N	Single Stereoisomer	Y	N	Y	N	N	Prescription-only	CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C
675620	CHEMBL1201647	Invert Sugar (FDA); Sugar, Invert (USP)	4		Baxter Healthcare Corp						C05BB03	C05BB03 [Cardiovascular System:Vasoprotectives:Antivaricose Therapy:Sclerosing agents for local injection]	Replenisher (fluid and nutrient)		Unknown	N	N	Single Stereoisomer	N	N	Y	N	N	Discontinued	
421334	CHEMBL1522	Eszopiclone (FDA, INN, USAN)	4	(S)-Zopiclone	Sunovion Pharmaceuticals Inc	-clone	hypnotics/tranquilizers (zopiclone type)	-clone	2002	2004	N05CF04	N05CF04 [Nervous System:Psycholeptics:Hypnotics And Sedatives:Benzodiazepine related drugs]		US-6444673-B1	Synthetic Small Molecule	Y	N	Single Stereoisomer	N	Y	N	N	Y	Prescription-only	CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)c3nccnc23)c4ccc(Cl)cn4
675176	CHEMBL1201225	Iodine (JAN, USP)				io-	iodine-containing contrast media	io-			D08AG03	D08AG03 [Dermatologicals:Antiseptics And Disinfectants:Antiseptics And Disinfectants:Iodine products]	Anti-Infective, Topical		Synthetic Small Molecule	Y	N	Achiral Molecule	N						II
372805	CHEMBL222863	G-Strophanthin (JAN); Ouabain (MI, USP)		NSC-25485							C01AC01	C01AC01 [Cardiovascular System:Cardiac Therapy:Cardiac Glycosides:Strophantus glycosides]			Natural Product-derived	N	N	Single Stereoisomer	N						C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O
1449347	CHEMBL2219536	Mipomersen (INN); Mipomersen Sodium (FDA, USAN)	4	ISIS-301012	Genzyme Corp	-rsen	antisense oligonucleotides	-rsen	2007	2013	C10AX11	C10AX11 [Cardiovascular System:Lipid Modifying Agents:Lipid Modifying Agents, Plain:Other lipid modifying agents]		US-5914396-A	Oligonucleotide	N	N	Single Stereoisomer	N	N	Y	N	Y	Prescription-only	COCCO[C@H]1[C@@H](O)[C@H](COP(=O)(O)S[C@H]2[C@H](COP(=O)(O)S[C@H]3[C@H](COP(=O)(O)S[C@H]4[C@H](COP(=O)(O)S[C@@H]5[C@@H](COP(=O)(O)S[C@H]6C[C@@H](O[C@@H]6COP(=O)(O)S[C@H]7C[C@@H](O[C@@H]7COP(=O)(O)S[C@H]8C[C@@H](O[C@@H]8COP(=O)(O)S[C@H]9C[C@@H](O[C@@H]9COP(=O)(O)S[C@H]%10C[C@@H](O[C@@H]%10COP(=O)(O)S[C@H]%11C[C@@H](O[C@@H]%11COP(=O)(O)S[C@H]%12C[C@@H](O[C@@H]%12COP(=O)(O)S[C@H]%13C[C@@H](O[C@@H]%13COP(=O)(O)S[C@H]%14C[C@@H](O[C@@H]%14COP(=O)(O)S[C@H]%15C[C@@H](O[C@@H]%15COP(=O)(O)S[C@@H]%16[C@@H](COP(=O)(O)S[C@@H]%17[C@@H](COP(=O)(O)S[C@@H]%18[C@@H](COP(=O)(O)S[C@@H]%19[C@@H](COP(=O)(O)S[C@@H]%20[C@@H](CO)O[C@H]([C@@H]%20OCCOC)n%21cnc%22C(=O)NC(=Nc%21%22)N)O[C@H]([C@@H]%19OCCOC)N%23C=C(C)C(=NC%23=O)N)O[C@H]([C@@H]%18OCCOC)N%24C=C(C)C(=NC%24=O)N)O[C@H]([C@@H]%17OCCOC)N%25C=C(C)C(=O)NC%25=O)O[C@H]([C@@H]%16OCCOC)N%26C=C(C)C(=NC%26=O)N)n%27cnc%28c(N)ncnc%27%28)n%29cnc%30C(=O)NC(=Nc%29%30)N)N%31C=C(C)C(=O)NC%31=O)N%32C=C(C)C(=NC%32=O)N)N%33C=C(C)C(=O)NC%33=O)n%34cnc%35C(=O)NC(=Nc%34%35)N)N%36C=C(C)C(=NC%36=O)N)N%37C=C(C)C(=O)NC%37=O)N%38C=C(C)C(=O)NC%38=O)N%39C=C(C)C(=NC%39=O)N)O[C@H]([C@@H]5OCCOC)n%40cnc%41C(=O)NC(=Nc%40%41)N)O[C@@H]([C@H]4OCCOC)N%42C=C(C)C(=NC%42=O)N)O[C@@H]([C@H]3OCCOC)n%43cnc%44c(N)ncnc%43%44)O[C@@H]([C@H]2OCCOC)N%45C=C(C)C(=NC%45=O)N)O[C@@H]1N%46C=C(C)C(=NC%46=O)N
334866	CHEMBL372795	Streptomycin (BAN, INN); Streptomycin Sulfate (FDA, JAN, USP)	4		X Gen Pharmaceuticals Inc; Pfizer Laboratories Div Pfizer Inc; John D Copanos And Co Inc; Eli Lilly And Co	-mycin	antibiotics (Streptomyces strains)	-mycin		1946	J01GA01; A07AA54; A07AA04	J01GA01 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Aminoglycoside Antibacterials:Streptomycins]; A07AA54 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinfectives:Antibiotics]; A07AA04 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinfectives:Antibiotics]	Antibacterial (tuberculostatic)		Natural Product-derived	N	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O
1247587	CHEMBL1907001	Benzododecinium Chloride (INN)				-ium	quaternary ammonium derivatives	-ium			D09AA05	D09AA05 [Dermatologicals:Medicated Dressings:Medicated Dressings:Medicated dressings with antiinfectives]			Synthetic Small Molecule	N	N	Achiral Molecule	N						CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
17136	CHEMBL583	Grepafloxacin (INN); Grepafloxacin HCl (BAN, FDA, USAN)	4	OPC-17116	Otsuka Pharmaceutical Co Ltd	-oxacin	antibacterials (quinolone derivatives)	-oxacin	1995	1997	J01MA11	J01MA11 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Quinolone Antibacterials:Fluoroquinolones]	Antibacterial	US-5563138-A	Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	N	N	Discontinued	CC1CN(CCN1)c2cc3N(C=C(C(=O)O)C(=O)c3c(C)c2F)C4CC4
153342	CHEMBL1110	Alosetron (BAN, INN); Alosetron HCl (FDA, USAN)	4	GR-68755C	Prometheus Laboratories Inc	-setron	serotonin 5-HT3 antagonists	-setron	1992	2000	A03AE01	A03AE01 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Serotonin receptor antagonists]	Anti-Emetic	US-6284770-B1	Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	Y	Prescription-only	Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C
209594	CHEMBL1200	Oxybuprocaine (INN, BAN); Benoxinate HCl (FDA, USP); Oxybuprocaine HCl (JAN)	4		Sola Barnes Hind					1982	D04AB03; S01HA02	D04AB03 [Dermatologicals:Antipruritics, Incl. Antihistamines, Anesthetics, Etc.:Antipruritics, Incl. Antihistamines, Anesthetics, Etc.:Anesthetics for topical use]; S01HA02 [Sensory Organs:Ophthalmologicals:Local Anesthetics:Local anesthetics]	Anesthetic (topical)		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	Y	N	Discontinued	CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC
165774	CHEMBL1123	Dicyclomine (BAN); Dicycloverine (INN); Dicyclomine HCl (FDA, USP); Dicycloverine HCl (JAN)	4		Aptalis Pharma Us Inc					1950	A03AA07	A03AA07 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, esters with tertiary amino group]	Anticholinergic		Synthetic Small Molecule	N	N	Achiral Molecule	N	Y	Y	N	N	Prescription-only	CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
1248743	CHEMBL1908372	Cefbuperazone (INN, USAN); Cefbuperazone Sodium (JAN)		BMY-25182; T-1982	Bristol-Myers Squibb	cef-	cephalosporins	cef-	1984		J01DC13	J01DC13 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Beta-Lactam Antibacterials:Second-generation cephalosporins]	Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N						CCN1CCN(C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4C)C(=O)C1=O
924	CHEMBL269732	Tacrolimus (BAN, FDA, INN, USAN); Tacrolimus Hydrate (JAN)	4	FK-506; FR-900506	Astellas Pharma Us Inc	-imus	immunosuppressives: immunosuppressant, rapamycin derivatives	-imus (-rolimus)	1992	1994	L04AD02; D11AH01	L04AD02 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Calcineurin inhibitors]; D11AH01 [Dermatologicals:Other Dermatological Preparations:Other Dermatological Preparations:Agents for dermatitis, excluding corticosteroids]	Immunosuppressant	US-5665727-A	Natural Product-derived	N	N	Single Stereoisomer	N	Y	Y	Y	Y	Prescription-only	CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC
1054485	CHEMBL1631694	Fexinidazole (INN)				-nidazole	antiprotozoal substances (metronidazole type)	-nidazole							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1
454374	CHEMBL460499	Carmofur (INN, JAN, MI)									L01BC04	L01BC04 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Pyrimidine analogues]			Natural Product-derived	Y	N	Achiral Molecule	N						CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O
494943	CHEMBL523900	Meletimide (INN)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						Cc1ccc(CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4)cc1
617563	CHEMBL1078178	Momelotinib (INN, USAN); Momelotinib Dihydrochloride (USAN)		CYT-387	Ym Biosciences Australia Pty Ltd.	-tinib	tyrosine kinase inhibitors	-tinib	2011						Synthetic Small Molecule	Y	N	Achiral Molecule	N						O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2
453556	CHEMBL458336	Medorubicin (INN)				-rubicin	antineoplastic antibiotics (daunorubicin type)	-rubicin							Natural Product-derived	N	N	Single Stereoisomer	N						C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)CO
209838	CHEMBL126224	Iprindole (BAN, INN, USAN)		WY-3263					1965		N06AA13	N06AA13 [Nervous System:Psychoanaleptics:Antidepressants:Non-selective monoamine reuptake inhibitors]	Antidepressant		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN(C)CCCn1c2CCCCCCc2c3ccccc13
421332	CHEMBL1521	Zaleplon (BAN, FDA, INN, USAN)	4	CL-284846; L-846; L846; LJC 10846; LJC-10846; ZAL-846	King Pharmaceuticals Research And Development Inc Sub King Pharmaceuticals Inc	-plon	non-benzodiazepine anxiolytics, sedatives, hypnotics	-plon	1994	1999	N05CF03	N05CF03 [Nervous System:Psycholeptics:Hypnotics And Sedatives:Benzodiazepine related drugs]	Sedative-Hypnotic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	Y	Prescription-only	CCN(C(=O)C)c1cccc(c1)c2ccnc3c(cnn23)C#N
244450	CHEMBL1265	Adapalene (BAN, FDA, INN, USAN)	4	CD-271	Galderma Laboratories Lp				1991	1996	D10AD53; D10AD03	D10AD53 [Dermatologicals:Anti-Acne Preparations:Anti-Acne Preparations For Topical Use:Retinoids for topical use in acne]; D10AD03 [Dermatologicals:Anti-Acne Preparations:Anti-Acne Preparations For Topical Use:Retinoids for topical use in acne]	Anti-Acne	US-7579377-B2	Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	Y	N	Prescription-only	COc1ccc(cc1C23CC4CC(CC(C4)C2)C3)c5ccc6cc(ccc6c5)C(=O)O
401141	CHEMBL1473	Fluticasone (BAN, INN); Fluticasone Propionate (FDA, USAN, USP)	4	CCI-18781	Meda Pharmaceuticals; GlaxoSmithKline; Glaxo Group Ltd Dba GlaxoSmithKline; Fougera Pharmaceuticals Inc				1985	1990	D07AC17; R03BA05; R01AD58; R01AD08	D07AC17 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, potent (group III)]; R03BA05 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Drugs For Obstructive Airway Diseases, Inhalants:Glucocorticoids]; R01AD58 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Corticosteroids]; R01AD08 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Corticosteroids]	Anti-Inflammatory	US-5658549-A	Natural Product-derived	N	N	Single Stereoisomer	N	N	N	Y	N	Over-The-Counter	CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF
296388	CHEMBL175691	Rilpivirine (INN, USAN); Rilpivirine HCl (FDA, USAN)	4	R-278474; TMC-278; TMC278-HYDROCHLORIDE	Johnson & Johnson; Janssen Products Lp; Gilead Sciences Inc	-vir-; -virine; -virine	antivirals: non-nucleoside reverse transcriptase inhibitors, not benzoxazinone derivatives	-vir-; -virine; -virine	2009	2011	J05AG05	J05AG05 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Non-nucleoside reverse transcriptase inhibitors]		US-5814639-A	Synthetic Small Molecule	N	N	Achiral Molecule	N	Y	N	N	N	Prescription-only	Cc1cc(\C=C\C#N)cc(C)c1Nc2ccnc(Nc3ccc(cc3)C#N)n2
